timestamp,building,meter_reading
2017-04-09 15:00:00,Panther_office_Patti,99.6528
2017-03-18 21:00:00,Panther_parking_Adela,67.613
2017-10-13 04:00:00,Panther_lodging_Ricky,4542.492
2017-06-06 02:00:00,Panther_lodging_Dean,0.0
2017-11-29 06:00:00,Panther_office_Taryn,69.7134
2017-07-29 23:00:00,Panther_lodging_Carroll,1135.623
2016-12-15 04:00:00,Panther_office_Taryn,0.0
2017-01-11 00:00:00,Panther_parking_Asia,0.0
2016-04-20 15:00:00,Panther_office_Bryce,0.0
2016-08-23 13:00:00,Panther_lodging_Floyd,378.541
2016-05-16 06:00:00,Panther_office_Ruthie,0.0
2017-10-28 12:00:00,Panther_lodging_Kara,166.7922
2017-02-21 17:00:00,Panther_education_Edna,4402.7618
2017-10-14 15:00:00,Panther_education_Emily,128.4248
2016-10-08 00:00:00,Panther_education_Ivan,0.0
2016-04-10 19:00:00,Panther_retail_Romeo,757.082
2016-01-22 07:00:00,Panther_other_Lula,0.0
2017-09-21 01:00:00,Panther_lodging_Hattie,149.1488
2017-02-10 21:00:00,Panther_education_Gina,378.541
2016-05-04 10:00:00,Panther_lodging_Gale,378.541
2016-09-26 22:00:00,Panther_education_Karri,0.0
2016-07-07 08:00:00,Panther_education_Aurora,1199.9513
2016-10-25 08:00:00,Panther_assembly_Denice,419.2809
2016-01-08 15:00:00,Panther_office_Graham,378.541
2016-12-02 20:00:00,Panther_other_Bettie,779.3498
2016-08-06 11:00:00,Panther_lodging_Otis,0.0
2017-06-30 14:00:00,Panther_education_Teofila,0.0
2016-08-21 17:00:00,Panther_lodging_Jana,118.5829
2016-10-23 04:00:00,Panther_lodging_Janice,58.2512
2017-05-22 23:00:00,Panther_parking_Clarence,0.0
2017-02-26 11:00:00,Panther_retail_Romeo,6174.1755
2017-10-16 04:00:00,Panther_lodging_Hattie,1408.8838
2016-12-19 15:00:00,Panther_assembly_Carrol,0.0
2016-01-14 08:00:00,Panther_office_Antonette,0.0
2016-11-26 19:00:00,Panther_lodging_Georgie,0.0
2016-10-25 05:00:00,Panther_lodging_Sonja,797.222
2016-03-18 17:00:00,Panther_education_Mattie,0.0
2017-08-11 20:00:00,Panther_parking_Asia,0.0
2016-10-25 07:00:00,Panther_education_Gina,435.6841
2016-12-19 21:00:00,Panther_office_Hannah,9.4318
2016-01-12 15:00:00,Panther_retail_Romeo,8327.902
2017-11-07 21:00:00,Panther_education_Emily,378.541
2016-02-19 21:00:00,Panther_education_Jerome,7126.0311
2016-05-06 08:00:00,Panther_education_Genevieve,378.541
2016-11-18 09:00:00,Panther_retail_Romeo,7056.618
2016-12-12 05:00:00,Panther_education_Vincent,152.3294
2017-07-27 04:00:00,Panther_assembly_Carrol,37.8541
2016-04-15 02:00:00,Panther_education_Joyce,0.0
2017-06-21 07:00:00,Panther_office_Taryn,81.4157
2017-01-02 11:00:00,Panther_other_Lula,0.3341
2016-08-18 18:00:00,Panther_office_Shauna,0.0
2016-06-16 23:00:00,Panther_lodging_Marisol,168.2325
2016-04-26 17:00:00,Panther_education_Lacey,0.0
2017-11-01 21:00:00,Panther_lodging_Edmond,54.1104
2017-06-16 11:00:00,Panther_education_Vincent,1459.7345
2017-09-26 10:00:00,Panther_education_Aurora,801.3713
2016-10-25 18:00:00,Panther_office_Valarie,0.0
2017-01-18 01:00:00,Panther_lodging_Marlyn,454.2492
2017-01-02 16:00:00,Panther_parking_Mellissa,9.2018
2017-08-08 17:00:00,Panther_lodging_Georgie,643.5197
2016-07-20 18:00:00,Panther_retail_Lester,8.6867
2017-01-06 09:00:00,Panther_office_Catherine,86.4167
2016-08-05 23:00:00,Panther_office_Ruthie,121.1234
2017-08-28 02:00:00,Panther_education_Karri,409.519
2017-07-28 08:00:00,Panther_education_Mohammad,3247.3053
2016-03-24 03:00:00,Panther_assembly_Denice,302.8328
2016-09-21 12:00:00,Panther_retail_Kristina,235.042
2016-07-29 00:00:00,Panther_office_Lavinia,61.8532
2016-08-28 15:00:00,Panther_lodging_Gale,93.9181
2016-07-23 05:00:00,Panther_lodging_Russell,33.2464
2017-03-29 17:00:00,Panther_education_Neal,940.168
2016-01-19 09:00:00,Panther_parking_Lorriane,15.8987
2017-03-17 00:00:00,Panther_lodging_Hattie,86.3367
2017-01-29 15:00:00,Panther_office_Danica,0.0
2016-05-06 19:00:00,Panther_lodging_Blaine,880.5523
2016-03-29 09:00:00,Panther_office_Taryn,0.0
2016-11-30 05:00:00,Panther_education_Jonathan,9.0838
2016-01-21 00:00:00,Panther_education_Aurora,0.0
2017-01-30 07:00:00,Panther_retail_Felix,0.0
2017-08-14 21:00:00,Panther_education_Emily,1175.21
2016-03-26 10:00:00,Panther_education_Alecia,378.541
2017-12-10 22:00:00,Panther_retail_Lester,3.8457
2016-02-11 04:00:00,Panther_parking_Mellissa,0.0
2016-08-08 15:00:00,Panther_other_Iva,0.0
2016-05-21 02:00:00,Panther_office_Christian,0.0
2016-11-25 07:00:00,Panther_lodging_Sonja,498.2638
2016-06-24 22:00:00,Panther_lodging_Teresita,0.0
2016-01-22 01:00:00,Panther_education_Scarlett,0.0
2017-10-20 09:00:00,Panther_lodging_Dianna,0.0
2017-06-06 16:00:00,Panther_assembly_David,77.615
2017-04-20 16:00:00,Panther_lodging_Kaitlin,378.541
2017-02-19 19:00:00,Panther_other_Bettie,804.091
2017-11-16 14:00:00,Panther_lodging_Jacquelyn,378.541
2016-02-11 11:00:00,Panther_lodging_Juliet,113.5623
2017-05-03 11:00:00,Panther_lodging_Dianna,62.5721
2016-09-13 05:00:00,Panther_lodging_Anastasia,28.1654
2017-03-15 18:00:00,Panther_office_Kristen,5003.2554
2016-06-24 07:00:00,Panther_education_Ivan,1496.8464
2016-04-04 21:00:00,Panther_education_Misty,0.0
2017-07-27 19:00:00,Panther_education_Jarrett,0.0
2016-05-15 02:00:00,Panther_lodging_Russell,0.0
2017-01-06 20:00:00,Panther_lodging_Cornelia,0.0
2016-08-01 09:00:00,Panther_lodging_Jorge,378.541
2017-05-03 07:00:00,Panther_lodging_Dianna,0.0
2017-05-01 14:00:00,Panther_lodging_Marisol,177.5843
2016-07-12 11:00:00,Panther_parking_Stanley,0.0
2017-06-09 03:00:00,Panther_education_Cleopatra,0.0
2017-02-10 03:00:00,Panther_assembly_Denice,340.6869
2017-05-29 23:00:00,Panther_lodging_Anastasia,0.0
2017-09-20 13:00:00,Panther_other_Bettie,264.9787
2017-04-05 18:00:00,Panther_education_Rosalie,340.6869
2017-11-27 15:00:00,Panther_retail_Romeo,504.4013
2016-10-11 19:00:00,Panther_other_Bethel,0.0
2017-06-28 20:00:00,Panther_office_Christin,0.0
2016-02-23 06:00:00,Panther_parking_Lorriane,12.9461
2017-07-21 08:00:00,Panther_lodging_Kirk,140.7772
2016-08-24 20:00:00,Panther_office_Garth,94.4982
2016-08-11 15:00:00,Panther_education_Diann,37.8541
2017-02-25 13:00:00,Panther_lodging_Jana,83.7762
2016-03-30 11:00:00,Panther_lodging_Dean,553.9319
2017-10-13 06:00:00,Panther_education_Joyce,0.0
2017-06-01 19:00:00,Panther_education_Rosalie,52.4101
2017-12-25 12:00:00,Panther_other_Tyrone,9.9699
2017-10-18 08:00:00,Panther_education_Edna,704.4419
2016-08-28 08:00:00,Panther_parking_Adela,25.6049
2017-05-07 08:00:00,Panther_education_Teofila,680.3848
2017-08-20 07:00:00,Panther_lodging_Alita,298.9583
2016-09-09 07:00:00,Panther_parking_Adela,0.0
2017-06-18 11:00:00,Panther_parking_Lorriane,44.2893
2016-09-30 01:00:00,Panther_education_Scarlett,0.0
2016-02-16 15:00:00,Panther_lodging_Heather,0.0
2017-11-06 08:00:00,Panther_office_Lavinia,27.2053
2016-11-22 12:00:00,Panther_office_Clementine,63.9953
2017-01-09 07:00:00,Panther_lodging_Teresita,0.0
2017-11-08 05:00:00,Panther_parking_Adela,0.0
2017-01-27 21:00:00,Panther_lodging_Jacquelyn,0.0
2017-06-25 20:00:00,Panther_office_Clementine,0.0
2016-08-21 22:00:00,Panther_education_Cleopatra,0.0
2017-08-14 00:00:00,Panther_other_Iva,37.8541
2017-05-29 13:00:00,Panther_education_Mohammad,122.2096
2017-06-25 00:00:00,Panther_lodging_Fausto,27.1252
2016-10-21 04:00:00,Panther_education_Emily,24.7413
2016-08-06 21:00:00,Panther_office_Taryn,108.1209
2017-08-16 23:00:00,Panther_office_Lois,132.8256
2017-12-04 12:00:00,Panther_lodging_Dianna,58.7313
2016-06-15 07:00:00,Panther_education_Mohammad,173.2094
2017-07-13 23:00:00,Panther_lodging_Kara,1632.9234
2017-04-07 14:00:00,Panther_education_Ivan,143.7878
2017-01-16 14:00:00,Panther_parking_Adela,26.7052
2017-08-08 21:00:00,Panther_lodging_Jorge,77.0549
2017-06-23 09:00:00,Panther_lodging_Blaine,91.8177
2016-11-14 23:00:00,Panther_education_Jerome,8706.443000000001
2017-04-02 04:00:00,Panther_office_Lois,150.6891
2017-07-02 12:00:00,Panther_lodging_Ricky,0.0
2016-11-12 22:00:00,Panther_office_Hannah,3.6457
2016-03-28 06:00:00,Panther_other_Lucina,0.0
2016-11-16 03:00:00,Panther_office_Graham,0.0
2016-03-22 20:00:00,Panther_parking_Adela,0.0
2016-03-24 20:00:00,Panther_office_Patti,99.6528
2017-03-18 06:00:00,Panther_lodging_Else,0.0
2016-06-20 05:00:00,Panther_education_Annetta,93.518
2016-03-26 00:00:00,Panther_education_Joyce,0.0
2016-07-06 07:00:00,Panther_lodging_Juliet,37.8541
2016-11-13 12:00:00,Panther_lodging_Dianna,378.541
2017-08-07 01:00:00,Panther_retail_Felix,378.541
2016-11-24 02:00:00,Panther_lodging_Alita,0.0
2016-09-09 06:00:00,Panther_education_Genevieve,209.5404
2017-12-19 08:00:00,Panther_office_Hannah,0.0
2016-07-23 22:00:00,Panther_education_Alecia,0.0
2016-01-24 02:00:00,Panther_retail_Lester,1.0802
2017-08-25 18:00:00,Panther_office_Patti,1514.164
2017-03-04 14:00:00,Panther_lodging_Marlyn,416.3951
2016-03-10 22:00:00,Panther_other_Lula,0.0
2017-07-16 15:00:00,Panther_lodging_Cornelia,378.541
2016-09-27 18:00:00,Panther_assembly_Carrol,37.6073
2017-01-27 06:00:00,Panther_education_Mohammad,0.0
2016-12-22 17:00:00,Panther_office_Jesus,85.8166
2016-05-10 05:00:00,Panther_office_Christian,0.0
2017-02-20 21:00:00,Panther_lodging_Marlyn,681.3738
2017-02-07 15:00:00,Panther_education_Aurora,1249.4338
2017-10-03 17:00:00,Panther_lodging_Alita,87.7169
2017-06-14 04:00:00,Panther_lodging_Else,36.127
2016-08-17 17:00:00,Panther_education_Aurora,136.2263
2016-06-02 00:00:00,Panther_education_Annetta,0.0
2017-02-21 12:00:00,Panther_education_Shelton,141.0272
2016-03-28 13:00:00,Panther_other_Bethel,0.0
2016-06-18 12:00:00,Panther_office_Graham,982.7824
2017-01-23 02:00:00,Panther_lodging_Heather,113.5623
2017-05-09 14:00:00,Panther_lodging_Marlyn,0.0
2016-08-11 19:00:00,Panther_lodging_Myrtle,44.5286
2017-11-23 12:00:00,Panther_education_Gina,0.0
2016-07-24 17:00:00,Panther_office_Taryn,83.7161
2017-04-02 07:00:00,Panther_other_Lucina,274.3529
2017-10-05 20:00:00,Panther_office_Christian,197.9301
2016-07-21 16:00:00,Panther_education_Gina,516.6997
2017-11-26 01:00:00,Panther_office_Kristen,378.541
2016-08-06 03:00:00,Panther_parking_Asia,0.0
2016-06-01 22:00:00,Panther_lodging_Russell,0.0
2016-09-15 02:00:00,Panther_education_Misty,40.8079
2016-12-12 12:00:00,Panther_lodging_Willa,76.9148
2017-05-24 00:00:00,Panther_office_Valarie,26.4051
2016-04-19 00:00:00,Panther_other_Ismael,0.0
2017-06-08 12:00:00,Panther_office_Karla,0.0
2016-09-07 15:00:00,Panther_education_Cleopatra,346.3777
2017-06-15 02:00:00,Panther_lodging_Cora,112.6217
2016-06-24 15:00:00,Panther_other_Tyrone,42.3892
2017-10-21 16:00:00,Panther_education_Guillermina,264.9787
2017-10-14 20:00:00,Panther_other_Bettie,17.6034
2016-05-01 20:00:00,Panther_office_Lauretta,113.5623
2017-05-14 08:00:00,Panther_lodging_Kaitlin,0.0
2016-01-19 03:00:00,Panther_office_Bryce,0.0
2016-09-28 16:00:00,Panther_lodging_Floyd,378.541
2016-09-16 21:00:00,Panther_education_Jerome,3624.5951
2017-11-07 21:00:00,Panther_office_Taryn,103.3199
2016-12-10 20:00:00,Panther_education_Hugh,155.2018
2016-02-22 18:00:00,Panther_education_Joyce,0.0
2017-10-21 08:00:00,Panther_lodging_Kara,1125.7275
2017-12-25 22:00:00,Panther_parking_Adela,0.0
2016-10-27 06:00:00,Panther_office_Larry,0.0
2017-05-13 07:00:00,Panther_education_Jerome,2634.9446
2016-01-10 01:00:00,Panther_office_Antonette,0.0
2017-10-05 13:00:00,Panther_lodging_Willa,757.082
2016-06-27 18:00:00,Panther_education_Misty,0.0
2016-11-08 23:00:00,Panther_lodging_Carroll,6056.656
2017-05-22 18:00:00,Panther_education_Violet,0.0
2016-03-01 17:00:00,Panther_office_Lavinia,24.7413
2016-04-22 08:00:00,Panther_retail_Kristina,607.5382
2017-12-26 13:00:00,Panther_other_Bethel,0.0
2016-06-09 16:00:00,Panther_lodging_Dean,89.3438
2017-06-21 03:00:00,Panther_office_Ruthie,90.4174
2017-07-11 16:00:00,Panther_lodging_Else,757.082
2017-09-23 21:00:00,Panther_lodging_Ricky,303.7691
2016-06-14 18:00:00,Panther_office_Garth,692.7554
2017-02-02 22:00:00,Panther_office_Taryn,982.7824
2016-02-08 17:00:00,Panther_lodging_Alita,0.0
2017-07-06 19:00:00,Panther_education_Violet,159.7108
2017-04-16 13:00:00,Panther_education_Ivan,593.7903
2017-10-05 22:00:00,Panther_parking_Clarence,0.0
2017-05-07 02:00:00,Panther_education_Enriqueta,56.971
2016-12-28 13:00:00,Panther_retail_Romeo,378.541
2016-01-01 01:00:00,Panther_lodging_Anastasia,0.0
